"number_chicks_fledged_from_rear_nest","day_14_tarsus_length","day_14_weight","chick_survival_to_first_breed_season","net_rearing_manipulation","rear_nest_trt","rear_Cs_at_start_of_rearing","d14_rear_nest_brood_size","hatch_nest_LD","home_or_away","hatch_nest_CS","chick_sex_molec","hatch_year","rear_nest_breed_ID","rear_mom_Ring","rear_dad_Ring","hatch_mom_Ring","genetic_dad_ring_.WP_or_EP.","rear_area","rear_Box"
8,15.8,9.3,"0",-3,"6",8,8,12,"2",10,NA,"2003",203455,"P806947","P808674","P803059","P803672","W","W85"
8,16.9,11.1,"0",-3,"6",8,8,12,"2",10,"2","2003",203455,"P806947","P808674","P803059","P803672","W","W85"
8,16.5,9.8,"1",-3,"6",8,8,13,"1",11,"1","2003",203455,"P806947","P808674","P806947","P808674","W","W85"
8,16.7,10.4,"0",-3,"6",8,8,12,"2",10,"2","2003",203455,"P806947","P808674","P803059","P803672","W","W85"
8,16.3,10.5,"0",-3,"6",8,8,13,"1",11,"1","2003",203455,"P806947","P808674","P806947","P808674","W","W85"
8,16.9,10.5,"0",-3,"6",8,8,12,"2",10,"2","2003",203455,"P806947","P808674","P803059","P803672","W","W85"
4,16.9,11.4,"0",-3,"6",5,4,16,"1",8,NA,"2003",203424,"P806146","P803529","P806146","P803529","W","W19"
4,16.8,11.1,"0",-3,"6",5,4,16,"1",8,NA,"2003",203424,"P806146","P803529","P806146","P803529","W","W19"
4,16.3,11,"0",-3,"6",5,4,16,"1",8,NA,"2003",203424,"P806146","P803529","P806146","P803529","W","W19"
4,16.5,10.9,"0",-3,"6",5,4,16,"1",8,NA,"2003",203424,"P806146","P803529","P806146","P803529","W","W19"
12,16.4,10.7,"0",3,"5",12,12,18,"2",8,NA,"2003",203259,"P808847","P806975","P806977","P806978","MP","MP80"
12,16.2,10.5,"0",3,"5",12,12,16,"1",9,NA,"2003",203259,"P808847","P806975","P808847","P806975","MP","MP80"
12,16,10,"0",3,"5",12,12,16,"1",9,NA,"2003",203259,"P808847","P806975","P808847","P806975","MP","MP80"
12,16.2,10.1,"0",3,"5",12,12,16,"1",9,NA,"2003",203259,"P808847","P806975","P808847","P806975","MP","MP80"
12,16.1,10.5,"0",3,"5",12,12,18,"2",8,NA,"2003",203259,"P808847","P806975","P806977","P806978","MP","MP80"
12,16.5,11.5,"0",3,"5",12,12,18,"2",8,NA,"2003",203259,"P808847","P806975","P806977","P806978","MP","MP80"
12,15.5,10.1,"0",3,"5",12,12,18,"2",8,NA,"2003",203259,"P808847","P806975","P806977","P806978","MP","MP80"
12,16.2,9.2,"0",3,"5",12,12,16,"1",9,NA,"2003",203259,"P808847","P806975","P808847","P806975","MP","MP80"
12,16.2,11.1,"0",3,"5",12,12,18,"2",8,NA,"2003",203259,"P808847","P806975","P806977","P806978","MP","MP80"
12,16.6,10.6,"0",3,"5",12,12,16,"1",9,NA,"2003",203259,"P808847","P806975","P808847","P806975","MP","MP80"
12,16.7,9.9,"0",3,"5",12,12,18,"2",8,NA,"2003",203259,"P808847","P806975","P806977","P806978","MP","MP80"
12,17.1,10.2,"0",3,"5",12,12,16,"1",9,NA,"2003",203259,"P808847","P806975","P808847","P806975","MP","MP80"
5,16.6,11.6,"0",0,"7",7,5,17,"1",9,"2","2003",203008,"P807651","P806972","P807651","P806972","B","B22"
5,16.8,9.6,"0",0,"7",7,5,17,"1",9,"1","2003",203008,"P807651","P806972","P807651","P806972","B","B22"
5,16.2,9.7,"0",0,"7",7,5,17,"1",9,"1","2003",203008,"P807651","P806972","P807651","P806972","B","B22"
5,16,10,"0",0,"7",7,5,17,"1",9,"1","2003",203008,"P807651","P806972","P807651","P806972","B","B22"
5,16.2,9.9,"0",0,"7",7,5,17,"1",9,"1","2003",203008,"P807651","P806972","P807651","P806972","B","B22"
9,17,11,"0",0,"7",10,9,10,"1",11,"2","2003",203049,"P806971","P806894","P806971","P806894","B","B187"
9,17.1,10.3,"0",0,"7",10,9,10,"1",11,"1","2003",203049,"P806971","P806894","P806971","P806894","B","B187"
9,17.5,11.1,"0",0,"7",10,9,10,"1",11,"2","2003",203049,"P806971","P806894","P806971","P806894","B","B187"
9,16.5,10.1,"0",0,"7",10,9,10,"1",11,"1","2003",203049,"P806971","P806894","P806971","P806894","B","B187"
9,17.1,10,"0",0,"7",10,9,10,"1",11,"1","2003",203049,"P806971","P806894","P806971","P806894","B","B187"
9,16.7,10.6,"0",0,"7",10,9,10,"1",11,"1","2003",203049,"P806971","P806894","P806971","P806894","B","B187"
9,17.2,9.7,"0",0,"7",10,9,10,"1",11,"2","2003",203049,"P806971","P806894","P806971","P806894","B","B187"
9,17.2,10.7,"0",0,"7",10,9,10,"1",11,"2","2003",203049,"P806971","P806894","P806971","P806894","B","B187"
9,17.1,10.8,"0",0,"7",10,9,10,"1",11,"2","2003",203049,"P806971","P806894","P806971","P806894","B","B187"
5,17,11.5,"0",-3,"6",6,5,15,"1",10,"2","2003",203058,"P803997","P803384","P803997","P803384","B","B200"
5,16.9,11.5,"0",-3,"6",6,5,17,"2",8,"1","2003",203058,"P803997","P803384","P807024","P807115","B","B200"
5,17.1,10.9,"0",-3,"6",6,5,15,"1",10,"1","2003",203058,"P803997","P803384","P803997","P803384","B","B200"
5,17.3,11.4,"0",-3,"6",6,5,17,"2",8,"2","2003",203058,"P803997","P803384","P807024","P807115","B","B200"
5,17.7,11,"0",-3,"6",6,5,17,"2",8,"2","2003",203058,"P803997","P803384","P807024","P807115","B","B200"
9,16.6,9,"0",3,"5",11,11,15,"2",10,"2","2003",203001,"P807024","P807115","P803997","P803384","B","B4"
9,16.5,8.7,"0",3,"5",11,11,15,"2",10,"1","2003",203001,"P807024","P807115","P803997","P803384","B","B4"
9,16.8,8.4,"0",3,"5",11,11,15,"2",10,"1","2003",203001,"P807024","P807115","P803997","P803384","B","B4"
9,16.1,8.5,"0",3,"5",11,11,17,"1",8,"1","2003",203001,"P807024","P807115","P807024","P807115","B","B4"
9,15.9,7.8,"0",3,"5",11,11,17,"1",8,"1","2003",203001,"P807024","P807115","P807024","P807115","B","B4"
9,16.8,8.7,"0",3,"5",11,11,15,"2",10,"1","2003",203001,"P807024","P807115","P803997","P803384","B","B4"
9,16.4,8.6,"0",3,"5",11,11,15,"2",10,"2","2003",203001,"P807024","P807115","P803997","P803384","B","B4"
9,16.4,9.5,"0",3,"5",11,11,17,"1",8,"1","2003",203001,"P807024","P807115","P807024","P807115","B","B4"
9,17,9.4,"0",3,"5",11,11,17,"1",8,"2","2003",203001,"P807024","P807115","P807024","P807115","B","B4"
9,16.6,8.8,"0",3,"5",11,11,17,"1",8,"2","2003",203001,"P807024","P807115","P807024","P807115","B","B4"
9,16.6,9.1,"0",3,"5",11,11,15,"2",10,"1","2003",203001,"P807024","P807115","P803997","P803384","B","B4"
5,16.7,11.6,"0",-3,"6",5,5,18,"1",8,NA,"2003",203253,"P806977","P806978","P806977","P806978","MP","MP65"
5,16.7,10.7,"0",-3,"6",5,5,18,"1",8,NA,"2003",203253,"P806977","P806978","P806977","P806978","MP","MP65"
5,17.7,10.5,"0",-3,"6",5,5,16,"2",9,NA,"2003",203253,"P806977","P806978","P808847","P806975","MP","MP65"
5,16.2,9.9,"0",-3,"6",5,5,16,"2",9,NA,"2003",203253,"P806977","P806978","P808847","P806975","MP","MP65"
11,16.1,10.4,"0",3,"5",11,11,14,"2",12,"1","2003",203105,"P806981","P806980","P803588","P806646","C","C114"
8,17,9.8,"0",3,"5",11,8,19,"2",9,"2","2003",203118,"P803474","P807244","P803068","P807190","C","C151"
8,16.9,9.5,"0",3,"5",11,8,19,"1",9,"1","2003",203118,"P803474","P807244","P803474","P807244","C","C151"
8,17.7,10.1,"0",3,"5",11,8,19,"1",9,"2","2003",203118,"P803474","P807244","P803474","P807244","C","C151"
8,16.5,9.3,"0",3,"5",11,8,19,"2",9,"1","2003",203118,"P803474","P807244","P803068","P807190","C","C151"
8,16.4,9.2,"0",3,"5",11,8,19,"1",9,"1","2003",203118,"P803474","P807244","P803474","P807244","C","C151"
8,15.8,6.4,"0",3,"5",11,8,19,"1",9,"2","2003",203118,"P803474","P807244","P803474","P807244","C","C151"
8,15,6.8,"0",3,"5",11,8,19,"2",9,"2","2003",203118,"P803474","P807244","P803068","P807190","C","C151"
8,16.3,9.4,"0",3,"5",11,8,19,"2",9,"1","2003",203118,"P803474","P807244","P803068","P807190","C","C151"
6,18.3,13,"0",-3,"6",6,6,19,"2",9,"2","2003",203091,"P803068","P807190","P803474","P807244","C","C45"
6,16.3,11.1,"0",-3,"6",6,6,19,"1",9,"1","2003",203091,"P803068","P807190","P803068","P807190","C","C45"
6,18.1,11.7,"0",-3,"6",6,6,19,"1",9,"2","2003",203091,"P803068","P807190","P803068","P807190","C","C45"
6,17.8,12.5,"0",-3,"6",6,6,19,"2",9,"2","2003",203091,"P803068","P807190","P803474","P807244","C","C45"
6,17.8,12.2,"0",-3,"6",6,6,19,"2",9,"2","2003",203091,"P803068","P807190","P803474","P807244","C","C45"
6,17.6,11.8,"0",-3,"6",6,6,19,"1",9,"2","2003",203091,"P803068","P807190","P803068","P807190","C","C45"
4,16.3,8.6,"0",-2,"6",4,4,19,"1",8,"1","2003",203090,"P803042",NA,"P803042",NA,"C","C44"
4,16.9,11.1,"0",-2,"6",4,4,19,"2",10,"2","2003",203090,"P803042",NA,"P806982","P806983","C","C44"
4,16.6,11.1,"0",-2,"6",4,4,19,"1",8,"1","2003",203090,"P803042",NA,"P803042",NA,"C","C44"
4,17,10.3,"0",-2,"6",4,4,19,"2",10,"1","2003",203090,"P803042",NA,"P806982","P806983","C","C44"
10,16.4,6.9,"0",2,"5",12,10,19,"1",10,"1","2003",203088,"P806982","P806983","P806982","P806983","C","C40"
10,16.1,7.6,"0",2,"5",12,10,19,"1",10,"2","2003",203088,"P806982","P806983","P806982","P806983","C","C40"
10,16.7,8.9,"0",2,"5",12,10,19,"1",10,"2","2003",203088,"P806982","P806983","P806982","P806983","C","C40"
10,16.6,8.9,"0",2,"5",12,10,19,"2",8,"1","2003",203088,"P806982","P806983","P803042",NA,"C","C40"
10,17.1,9.1,"0",2,"5",12,10,19,"1",10,"2","2003",203088,"P806982","P806983","P806982","P806983","C","C40"
10,16.4,7,"0",2,"5",12,10,19,"2",8,"2","2003",203088,"P806982","P806983","P803042",NA,"C","C40"
10,17.4,8.8,"0",2,"5",12,10,19,"2",8,"2","2003",203088,"P806982","P806983","P803042",NA,"C","C40"
10,16.2,7.6,"0",2,"5",12,10,19,"1",10,"1","2003",203088,"P806982","P806983","P806982","P806983","C","C40"
10,16.4,7.2,"0",2,"5",12,10,19,"2",8,"1","2003",203088,"P806982","P806983","P803042",NA,"C","C40"
10,16.3,8.5,"0",2,"5",12,10,19,"1",10,"1","2003",203088,"P806982","P806983","P806982","P806983","C","C40"
4,17.6,12,"0",-2,"6",4,4,18,"1",7,"2","2003",203108,"P803119","P807185","P803119",NA,"C","C122"
4,16.3,11.2,"0",-2,"6",4,4,15,"2",10,"1","2003",203108,"P803119","P807185","P806992","P806991","C","C122"
4,17.6,12,"0",-2,"6",4,4,15,"2",10,"2","2003",203108,"P803119","P807185","P806992",NA,"C","C122"
4,17.4,11.8,"0",-2,"6",4,4,18,"1",7,"2","2003",203108,"P803119","P807185","P803119","P807185","C","C122"
10,16.7,10.5,"0",1,"5",10,10,15,"1",10,"2","2003",203068,"P806992","P806991","P806992",NA,"C","C6"
10,16.1,10.7,"0",1,"5",10,10,15,"1",10,"1","2003",203068,"P806992","P806991","P806992",NA,"C","C6"
10,15.9,8.4,"0",1,"5",10,10,18,"2",7,"1","2003",203068,"P806992","P806991","P803119","P807185","C","C6"
10,16.5,10.4,"0",1,"5",10,10,18,"2",7,"1","2003",203068,"P806992","P806991","P803119","P807185","C","C6"
10,16.2,10.1,"0",1,"5",10,10,15,"1",10,"2","2003",203068,"P806992","P806991","P806992",NA,"C","C6"
10,16.1,10.6,"0",1,"5",10,10,15,"1",10,"1","2003",203068,"P806992","P806991","P806992",NA,"C","C6"
10,16.1,10,"0",1,"5",10,10,18,"2",7,"1","2003",203068,"P806992","P806991","P803119","P807185","C","C6"
10,16.3,10.4,"0",1,"5",10,10,15,"1",10,"1","2003",203068,"P806992","P806991","P806992",NA,"C","C6"
10,15.6,10,"0",1,"5",10,10,18,"2",7,"1","2003",203068,"P806992","P806991","P803119","P807185","C","C6"
10,16.5,11,"0",1,"5",10,10,15,"1",10,"2","2003",203068,"P806992","P806991","P806992",NA,"C","C6"
5,17.2,11.4,"0",-3,"6",7,5,17,"1",12,"2","2003",203138,"P803213","P808648","P803213","P808648","CP","CP101"
5,17.8,11.6,"0",-3,"6",7,5,17,"1",12,"2","2003",203138,"P803213","P808648","P803213","P808648","CP","CP101"
5,17.8,10.8,"0",-3,"6",7,5,17,"2",11,"1","2003",203138,"P803213","P808648","P803889","P803818","CP","CP101"
5,17.4,10.2,"0",-3,"6",7,5,17,"2",11,"1","2003",203138,"P803213","P808648","P803889","P803818","CP","CP101"
5,16.9,12.3,"0",-3,"6",7,5,17,"1",12,"2","2003",203138,"P803213","P808648","P803213","P808648","CP","CP101"
4,17.2,10.3,"0",-2,"6",5,5,21,"1",7,"1","2003",203146,"P806889","P806888","P806889","P806888","CP","CP115"
4,17.6,10.7,"0",-2,"6",5,5,21,"1",7,"2","2003",203146,"P806889","P806888","P806889","P806888","CP","CP115"
4,16.7,11.7,"0",-2,"6",5,5,21,"2",9,"2","2003",203146,"P806889","P806888","P808453","P803781","CP","CP115"
4,16.5,9.8,"0",-2,"6",5,5,21,"2",9,"2","2003",203146,"P806889","P806888","P808453","P803781","CP","CP115"
4,17,10.3,"0",-2,"6",5,5,21,"1",7,"1","2003",203146,"P806889","P806888","P806889",NA,"CP","CP115"
8,17.7,10.5,"0",2,"5",9,8,21,"2",7,"1","2003",203161,"P808453","P803781","P806889",NA,"CP","CP135"
8,16.9,10.7,"0",2,"5",9,8,21,"1",9,"2","2003",203161,"P808453","P803781","P808453","P803781","CP","CP135"
8,17.2,10.7,"0",2,"5",9,8,21,"1",9,"2","2003",203161,"P808453","P803781","P808453","P803781","CP","CP135"
8,16.6,9.2,"0",2,"5",9,8,21,"1",9,"1","2003",203161,"P808453","P803781","P808453","P803781","CP","CP135"
8,17.1,10.4,"0",2,"5",9,8,21,"2",7,"1","2003",203161,"P808453","P803781","P806889",NA,"CP","CP135"
8,16.1,7.8,"0",2,"5",9,8,21,"1",9,"2","2003",203161,"P808453","P803781","P808453","P803781","CP","CP135"
8,17.8,11.2,"0",2,"5",9,8,21,"2",7,"2","2003",203161,"P808453","P803781","P806889",NA,"CP","CP135"
8,17.2,10.1,"0",2,"5",9,8,21,"2",7,"1","2003",203161,"P808453","P803781","P806889",NA,"CP","CP135"
4,17.3,11.2,"0",-2,"6",4,4,27,"2",6,NA,"2003",203162,"P810238","P808898","P808899",NA,"CP","CP137"
4,17.2,10.6,"0",-2,"6",4,4,22,"1",8,NA,"2003",203162,"P810238","P808898","P810238","P808898","CP","CP137"
4,17,10.8,"0",-2,"6",4,4,27,"2",6,NA,"2003",203162,"P810238","P808898","P808899",NA,"CP","CP137"
4,17.2,10.6,"0",-2,"6",4,4,22,"1",8,NA,"2003",203162,"P810238","P808898","P810238","P808898","CP","CP137"
3,16.1,8.5,"0",-2,"6",5,4,26,"2",8,"1","2003",203145,"P808896","P807502","P810207","P803243","CP","CP112"
3,15.7,9,"0",-2,"6",5,4,26,"1",7,"2","2003",203145,"P808896","P807502","P808896","P807502","CP","CP112"
3,16.4,8,"0",-2,"6",5,4,26,"2",8,"1","2003",203145,"P808896","P807502","P810207","P803243","CP","CP112"
5,16.5,10.3,"0",-3,"6",5,5,16,"2",9,NA,"2003",203253,"P806977","P806978","P808847","P806975","MP","MP65"
7,16.4,11.3,"0",0,"7",7,7,15,"1",7,"2","2003",203125,"P806953","P808382","P806953","P808382","C","C163"
7,16.3,10.7,"0",0,"7",7,7,15,"1",7,"1","2003",203125,"P806953","P808382","P806953","P808382","C","C163"
7,16.5,10.2,"0",0,"7",7,7,15,"1",7,"1","2003",203125,"P806953","P808382","P806953","P808382","C","C163"
7,15.8,10.4,"0",0,"7",7,7,15,"1",7,"1","2003",203125,"P806953","P808382","P806953","P808382","C","C163"
7,16.2,10.7,"0",0,"7",7,7,15,"1",7,"1","2003",203125,"P806953","P808382","P806953","P808382","C","C163"
7,16.3,10.3,"0",0,"7",7,7,15,"1",7,"2","2003",203125,"P806953","P808382","P806953","P808382","C","C163"
7,16.3,10.4,"0",0,"7",7,7,15,"1",7,"2","2003",203125,"P806953","P808382","P806953","P808382","C","C163"
6,17.3,11.5,"0",0,"7",6,6,18,"1",8,NA,"2003",203414,NA,"P806966",NA,"P806966","W","W1"
6,16.3,10.3,"0",0,"7",6,6,18,"1",8,NA,"2003",203414,NA,"P806966",NA,"P806966","W","W1"
6,17.3,11.6,"0",0,"7",6,6,18,"1",8,NA,"2003",203414,NA,"P806966",NA,"P806966","W","W1"
6,16.8,11.1,"0",0,"7",6,6,18,"1",8,NA,"2003",203414,NA,"P806966",NA,"P806966","W","W1"
6,16.4,10.8,"0",0,"7",6,6,18,"1",8,NA,"2003",203414,NA,"P806966",NA,"P806966","W","W1"
6,16.5,11.3,"0",0,"7",6,6,18,"1",8,"2","2003",203414,NA,"P806966",NA,"P806966","W","W1"
7,16.5,10.2,"0",-3,"6",7,7,17,"1",10,"1","2003",203062,"P803660","P808874","P803660","P808874","B","B227"
7,16.5,11.5,"0",-3,"6",7,7,18,"2",8,"2","2003",203062,"P803660","P808874","P804767","P803427","B","B227"
7,17.4,11,"0",-3,"6",7,7,17,"1",10,"2","2003",203062,"P803660","P808874","P803660","P808874","B","B227"
7,16.1,10.2,"0",-3,"6",7,7,18,"2",8,"1","2003",203062,"P803660","P808874","P804767","P803427","B","B227"
7,17.2,10.7,"0",-3,"6",7,7,17,"1",10,"2","2003",203062,"P803660","P808874","P803660","P808874","B","B227"
7,16.2,9.6,"0",-3,"6",7,7,17,"1",10,"1","2003",203062,"P803660","P808874","P803660","P808874","B","B227"
7,16.5,11,"0",-3,"6",7,7,18,"2",8,"1","2003",203062,"P803660","P808874","P804767","P803427","B","B227"
0,17.3,9.4,"0",3,"5",11,5,18,"1",8,"2","2003",203040,"P804767","P803427","P804767","P803427","B","B160"
0,16.7,9.7,"0",3,"5",11,5,18,"1",8,"2","2003",203040,"P804767","P803427","P804767","P803427","B","B160"
0,16.8,8.8,"0",3,"5",11,5,17,"2",10,"2","2003",203040,"P804767","P803427","P803660","P808874","B","B160"
0,16.5,9.3,"0",3,"5",11,5,17,"2",10,"1","2003",203040,"P804767","P803427","P803660","P808874","B","B160"
0,16.2,8.7,"0",3,"5",11,5,18,"1",8,"1","2003",203040,"P804767","P803427","P804767","P803427","B","B160"
11,18,11.5,"1",3,"5",11,11,16,"2",10,"2","2003",203232,"P806898","P803233","P806989","P805086","E","E88"
11,17.3,10.2,"0",3,"5",11,11,16,"2",10,"2","2003",203232,"P806898","P803233","P806989","P805086","E","E88"
11,16.5,10.4,"0",3,"5",11,11,17,"1",8,"1","2003",203232,"P806898","P803233","P806898",NA,"E","E88"
11,16.6,10.5,"0",3,"5",11,11,17,"1",8,"2","2003",203232,"P806898","P803233","P806898","P803233","E","E88"
11,17.3,10.3,"0",3,"5",11,11,16,"2",10,"2","2003",203232,"P806898","P803233","P806989","P805086","E","E88"
11,17,10.5,"1",3,"5",11,11,16,"2",10,"2","2003",203232,"P806898","P803233","P806989","P805086","E","E88"
11,17.8,10.3,"0",3,"5",11,11,16,"2",10,"2","2003",203232,"P806898","P803233","P806989","P805086","E","E88"
11,16.4,10.4,"0",3,"5",11,11,17,"1",8,"2","2003",203232,"P806898","P803233","P806898",NA,"E","E88"
11,16.8,10.1,"0",3,"5",11,11,17,"1",8,"2","2003",203232,"P806898","P803233","P806898",NA,"E","E88"
11,16.5,10.6,"0",3,"5",11,11,17,"1",8,"1","2003",203232,"P806898","P803233","P806898","P803233","E","E88"
11,16.6,9.8,"0",3,"5",11,11,16,"2",10,"2","2003",203232,"P806898","P803233","P806989","P805086","E","E88"
6,16.6,11.8,"0",-2,"6",7,6,13,"1",9,NA,"2003",203319,"P807756","P806938","P807756","P806938","O","O106"
6,17.7,11.7,"0",-2,"6",7,6,13,"1",9,NA,"2003",203319,"P807756","P806938","P807756","P806938","O","O106"
6,17.3,11.4,"1",-2,"6",7,6,17,"2",7,NA,"2003",203319,"P807756","P806938","P806948","P806684","O","O106"
6,17.3,10.7,"0",-2,"6",7,6,17,"2",7,NA,"2003",203319,"P807756","P806938","P806948","P806684","O","O106"
6,17.7,12.3,"1",-2,"6",7,6,13,"1",9,NA,"2003",203319,"P807756","P806938","P807756","P806938","O","O106"
6,17.4,10.4,"0",-2,"6",7,6,17,"2",7,NA,"2003",203319,"P807756","P806938","P806948","P806684","O","O106"
9,17,11.6,"0",2,"5",9,9,13,"2",9,NA,"2003",203408,"P806948","P806684","P807756","P806938","SW","SW110"
9,16.7,10.5,"0",2,"5",9,9,13,"2",9,NA,"2003",203408,"P806948","P806684","P807756","P806938","SW","SW110"
9,18,11.1,"0",2,"5",9,9,17,"1",7,NA,"2003",203408,"P806948","P806684","P806948","P806684","SW","SW110"
9,17.5,9.2,"0",2,"5",9,9,17,"1",7,NA,"2003",203408,"P806948","P806684","P806948","P806684","SW","SW110"
9,17.2,11.3,"0",2,"5",9,9,13,"2",9,NA,"2003",203408,"P806948","P806684","P807756","P806938","SW","SW110"
9,16.9,10.3,"0",2,"5",9,9,17,"1",7,NA,"2003",203408,"P806948","P806684","P806948","P806684","SW","SW110"
9,17.1,10.4,"0",2,"5",9,9,13,"2",9,NA,"2003",203408,"P806948","P806684","P807756","P806938","SW","SW110"
9,17,10.7,"1",2,"5",9,9,13,"2",9,NA,"2003",203408,"P806948","P806684","P807756","P806938","SW","SW110"
9,17.5,11.2,"0",2,"5",9,9,17,"1",7,NA,"2003",203408,"P806948","P806684","P806948","P806684","SW","SW110"
11,17,11.4,"0",3,"5",11,11,16,"1",8,NA,"2003",203456,"P806942","P806943","P806942","P806943","W","W97"
11,17.4,10.6,"0",3,"5",11,11,16,"2",8,NA,"2003",203456,"P806942","P806943","P806146","P803529","W","W97"
11,16.6,11,"0",3,"5",11,11,16,"2",8,NA,"2003",203456,"P806942","P806943","P806146","P803529","W","W97"
11,16.8,10.5,"0",3,"5",11,11,16,"1",8,NA,"2003",203456,"P806942","P806943","P806942","P806943","W","W97"
11,17.7,11.5,"0",3,"5",11,11,16,"1",8,NA,"2003",203456,"P806942","P806943","P806942","P806943","W","W97"
11,17,11.3,"0",3,"5",11,11,16,"2",8,NA,"2003",203456,"P806942","P806943","P806146","P803529","W","W97"
11,17.2,11.1,"0",3,"5",11,11,16,"1",8,NA,"2003",203456,"P806942","P806943","P806942","P806943","W","W97"
11,15.6,10.3,"0",3,"5",11,11,16,"2",8,NA,"2003",203456,"P806942","P806943","P806146","P803529","W","W97"
11,17.2,11.5,"1",3,"5",11,11,16,"1",8,NA,"2003",203456,"P806942","P806943","P806942","P806943","W","W97"
11,17.4,12,"0",3,"5",11,11,16,"1",8,NA,"2003",203456,"P806942","P806943","P806942","P806943","W","W97"
11,17.6,11.7,"0",3,"5",11,11,16,"2",8,NA,"2003",203456,"P806942","P806943","P806146","P803529","W","W97"
10,17.6,11.4,"0",-3,"6",10,10,16,"2",10,NA,"2003",203345,"P806957","P806958","P806961","P806962","O","O227"
10,16.7,10.7,"0",-3,"6",10,10,12,"1",13,NA,"2003",203345,"P806957","P806958","P806957","P806958","O","O227"
10,16.8,11.3,"0",-3,"6",10,10,16,"2",10,NA,"2003",203345,"P806957","P806958","P806961","P806962","O","O227"
10,17.7,10.8,"0",-3,"6",10,10,16,"2",10,NA,"2003",203345,"P806957","P806958","P806961","P806962","O","O227"
10,16.5,9.8,"0",-3,"6",10,10,12,"1",13,NA,"2003",203345,"P806957","P806958","P806957","P806958","O","O227"
10,16.9,10.8,"0",-3,"6",10,10,16,"2",10,NA,"2003",203345,"P806957","P806958","P806961","P806962","O","O227"
10,16.4,9.6,"1",-3,"6",10,10,12,"1",13,NA,"2003",203345,"P806957","P806958","P806957","P806958","O","O227"
10,16.8,10.5,"0",-3,"6",10,10,12,"1",13,NA,"2003",203345,"P806957","P806958","P806957","P806958","O","O227"
10,17.2,10.4,"0",-3,"6",10,10,12,"1",13,NA,"2003",203345,"P806957","P806958","P806957","P806958","O","O227"
10,17.1,10.3,"0",-3,"6",10,10,12,"1",13,NA,"2003",203345,"P806957","P806958","P806957","P806958","O","O227"
6,16.7,11.1,"0",-3,"6",7,6,15,"2",10,NA,"2003",203354,"P803739",NA,"P806997","P806996","O","O242"
6,17.2,11,"0",-3,"6",7,6,15,"2",10,NA,"2003",203354,"P803739",NA,"P806997","P806996","O","O242"
6,16.7,11.8,"0",-3,"6",7,6,13,"1",10,NA,"2003",203354,"P803739",NA,"P803739",NA,"O","O242"
6,17.4,11.4,"0",-3,"6",7,6,15,"2",10,NA,"2003",203354,"P803739",NA,"P806997","P806996","O","O242"
6,16.7,10.7,"0",-3,"6",7,6,13,"1",10,NA,"2003",203354,"P803739",NA,"P803739",NA,"O","O242"
6,16.7,11.1,"0",-3,"6",7,6,13,"1",10,NA,"2003",203354,"P803739",NA,"P803739",NA,"O","O242"
5,16.5,9.6,"0",3,"5",13,9,15,"1",10,NA,"2003",203308,"P806997","P806996","P806997","P806996","O","O75A"
5,16.9,11.4,"0",3,"5",13,9,15,"1",10,NA,"2003",203308,"P806997","P806996","P806997","P806996","O","O75A"
5,15.3,7.9,"0",3,"5",13,9,15,"1",10,NA,"2003",203308,"P806997","P806996","P806997","P806996","O","O75A"
5,16.8,9.8,"0",3,"5",13,9,15,"1",10,NA,"2003",203308,"P806997","P806996","P806997","P806996","O","O75A"
5,15,8.7,"0",3,"5",13,9,13,"2",10,NA,"2003",203308,"P806997","P806996","P803739",NA,"O","O75A"
5,15,7.4,"0",3,"5",13,9,15,"1",10,NA,"2003",203308,"P806997","P806996","P806997","P806996","O","O75A"
5,14.6,7.1,"0",3,"5",13,9,13,"2",10,NA,"2003",203308,"P806997","P806996","P803739",NA,"O","O75A"
5,17.2,11.4,"0",3,"5",13,9,15,"1",10,NA,"2003",203308,"P806997","P806996","P806997","P806996","O","O75A"
5,16.8,9.6,"0",3,"5",13,9,15,"1",10,NA,"2003",203308,"P806997","P806996","P806997","P806996","O","O75A"
7,17.1,10.9,"0",-3,"6",7,7,17,"2",8,"1","2003",203385,"P806989","P805086","P806898","P803233","SW","SW13"
7,16.4,11.3,"0",-3,"6",7,7,17,"2",8,"1","2003",203385,"P806989","P805086","P806898","P803233","SW","SW13"
7,17,10.7,"0",-3,"6",7,7,17,"2",8,"1","2003",203385,"P806989","P805086","P806898","P803233","SW","SW13"
7,16.8,9.7,"0",-3,"6",7,7,16,"1",10,"1","2003",203385,"P806989","P805086","P806989","P805086","SW","SW13"
7,16.7,10.2,"0",-3,"6",7,7,16,"1",10,"1","2003",203385,"P806989","P805086","P806989","P805086","SW","SW13"
7,17.1,10.4,"0",-3,"6",7,7,16,"1",10,"2","2003",203385,"P806989","P805086","P806989","P805086","SW","SW13"
7,16.9,10.8,"0",-3,"6",7,7,16,"1",10,NA,"2003",203385,"P806989","P805086","P806989","P805086","SW","SW13"
9,17.6,11.7,"0",-2,"6",9,9,17,"2",9,NA,"2003",203428,"P806878","P806879","P808860","P806880","W","W26"
9,17,10.7,"0",-2,"6",9,9,15,"1",11,NA,"2003",203428,"P806878","P806879","P806878","P806879","W","W26"
9,17.4,11.3,"0",-2,"6",9,9,15,"1",11,NA,"2003",203428,"P806878","P806879","P806878","P806879","W","W26"
